0,0	0,2	1240
0,0	0,4	1220
0,0	0,6	1200
1,5	0,2	1260
1,5	0,4	1120
1,5	0,6	780
3,0	0,2	900
3,0	0,4	900
3,0	0,6	690
19,0	0,2	990
19,0	0,4	620
19,0	0,6	240
0,0	0,2	1240
0,0	0,4	1240
0,0	0,6	1200
1,5	0,2	1280
1,5	0,4	1100
1,5	0,6	840
3,0	0,2	910
3,0	0,4	900
3,0	0,6	200
19,0	0,2	1020
19,0	0,4	620
19,0	0,6	280
0,0	0,2	1210
0,0	0,4	1200
0,0	0,6	1200
1,5	0,2	1260
1,5	0,4	1160
1,5	0,6	800
3,0	0,2	1080
3,0	0,4	1000
3,0	0,6	760
19,0	0,2	1020
19,0	0,4	720
19,0	0,6	340
